"Status","Name","Duration in ms","Description"
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_test_crud.test_update_test","1353",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_shared_folders.test_file_download[txt_file.txt]","705",""
"skipped","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_reports_data.TestStaticReportExternalAccess.test_timeline_report_on_prem_access_external[v3]","2",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_console_size_soak.test_is_soak_check[v4 not soak]","89766",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_taurus_cloud.test_jmeter_properties","123595",""
"skipped","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_wipe_account.TestWipeAccount.test_verify_wiped_private_location_agent","2",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_account.test_is_on_prem","429",""
"skipped","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_opl_support_matrix.test_opl_coverage_matrix[setup_ec2_instance11]","1","Assumes private key name in environment variables and key in local .ssh"
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_account.test_account_name_localization[\u65e5\u672c\u8a9e]","186",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_auto_jmx.test_auto_detect_executors_v3[jmeter_3.1.jmx]","134498",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_shared_folders.test_upload_to_invalid_folder[None]","148",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_workspace.test_workspace_update_member[email-fake@mail.com-False]","521",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_http_test_basic_actions.TestBasicActions.test_delete_test","1323",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_failure_criteria.test_add_failure_criteria[v3]","2739",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_auto_jmx.test_autojmx_versions_via_info[2_9.jmx-expected3]","1084",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_auto_jmx.test_auto_detect_executors_v4[jmeter_3.0.jmx]","119107",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_taurus_cloud_split_csv.test_split_csv[shared folder]","164416",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_account.test_get_user_accounts_list","10338",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_account_features.test_toggle_flag_value_validation[-404]","930",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_auto_jmx.test_auto_detect_executors_v3[jmeter_4.0.jmx]","108467",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_workspace.test_workspace_update_member[lastName-someName-False]","507",""
"skipped","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_cli_args.TestCliArgsExternalAccess.test_cli_args_plugin_in_test_on_prem_external_access[jmeter_test_cli_args_console_and_engine_different_use_console]","1187",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_wipe_account.TestWipeAccount.test_wipe_account","85109",""
"failed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_workspace.test_termination_api_permissions[Viewer-403]","272",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_store_rampup_steps.test_store_rampup_invalid_steps[100-400]","294",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_taurus_cloud_executors.test_taurus_cloud_executor[ntc_executor_test_running_master2]","112145",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_sessions_terminate_active.test_master_terminate_active","77179",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_account.test_invitation_invalid_workspaces[workspace_ids1-workspaces_roles1-contains non numerical characters]","162",""
"skipped","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_workspace.test_add_disabled_account_user","2",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_account.test_termination_api_permissions[user_manager-403]","9754",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_unlimited_testing.test_run_test_with_concurrency_above_unlimited[taurus.yml]","336772",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_wipe_account.TestWipeAccount.test_verify_wiped_project","159",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_taurus_cloud.test_taurus_cloud_multi_executions_multi_instances","129121",""
"skipped","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_opl_support_matrix.test_opl_coverage_matrix[setup_ec2_instance9]","1","Assumes private key name in environment variables and key in local .ssh"
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_taurus_cloud_debug_run.test_debug_run_configuration[debug_run_config1]","128158",""
"skipped","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_user.test_update_report_fields_invalid_values[1230]","237",""
"failed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_taurus_cloud_debug_run.test_debug_run_configuration[debug_run_config3]","1685100",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_workspace.test_workspace_update_member[enabled-False-True]","511",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_report_logs_report.test_verify_location_filter_positive","181334",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_workspace.test_get_workspace_members","169",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_taurus_cloud.test_user_file_shellexec","125704",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_system_admin_users_actions.test_enable_user","167",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_shared_folders.test_create_illegal_folder_name[@]","182","Based on: http://docs.aws.amazon.com/AmazonS3/latest/dev/UsingMetadata.html"
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_wipe_account.TestWipeAccount.test_verify_wiped_master","169",""
"skipped","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_opl.test_opl[MesosOPL-registry.blazemeter.net/blazemeter:latest]","369",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_taurus_cloud_split_csv.test_split_csv[zip]","344259",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_system_admin_users_actions.test_disable_user","187",""
"broken","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_reports.test_master_response_codes_distinct_cached","373814",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_reports_data.TestStaticReport.test_failure_criteria_report_master[v4]","333",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_workspace.test_workspace_update_member[roles-value0-True]","874",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_account.test_account_name_localization[\u6c49\u5b57]","183",""
"skipped","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_services_dependency_integration.test_master_dependency_configuration[running_master_configuration3]","1",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests./home/jenkins/workspace/API-TEST-BZA/api-testing/api_testing/tests/test_yaml_and_shared_folder.test_yaml_and_shared_folder_test.test_check_link_folder_files_command_is_added_to_merged_yml[both_yaml_and_involved]","173104",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_dedicated_ips.test_negative_read_deleted_dedicated_ip","168",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_usage_alerts.test_negative_validate_invalid_alert[ ]","158",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_account.test_cancel_subscription","1121",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_file_parsing.test_parse_yml_referencing_jmx","12290",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_account.test_delete_invalid_invitation[None]","134",""
"broken","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_master_concurrency_control.test_pause_resume","306086",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_account.test_account_update[name-Robocop Account-True]","383",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_move_tests.test_move_test_to_project_in_another_account","4902",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_shared_folders.test_create_illegal_folder_name[[]]","178","Based on: http://docs.aws.amazon.com/AmazonS3/latest/dev/UsingMetadata.html"
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_account.test_duplicate_invitation","1705",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_store_rampup_steps.test_store_rampup_invalid_steps[20-400]","196",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_shared_folders.test_create_illegal_folder_name[,]","239","Based on: http://docs.aws.amazon.com/AmazonS3/latest/dev/UsingMetadata.html"
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_dedicated_ips.test_negative_delete_deleted_dedicated_ip","2134",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_jmeter_controllers.test_ultimate_thread_group[ultimate_thread_group]","189170",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_account.test_account_update_negative","164",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_wipe_account.TestWipeAccount.test_verify_wiped_shared_folder","169",""
"skipped","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_opl_support_matrix.test_opl_coverage_matrix[setup_ec2_instance1]","1","Assumes private key name in environment variables and key in local .ssh"
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_failure_criteria.test_sliding_window_stop_on_failure[v3]","296222",""
"skipped","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_file_parsing.test_shared_folder_delete_folder","192576",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_shared_folders.test_delete_none_existing_folder[True-NotFoundException]","159",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_account.test_invite_multiple_users[2]","2232",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_cloud_location.test_google_locations_running[Google Cloud Platform]","175494",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_file_parsing.test_parse_yml_with_files_property","61229",""
"skipped","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_opl.test_opl_reservation","359",""
"failed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_reports_data.TestStaticReport.test_failure_criteria_report_session[v3]","329",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_shared_folders.test_create_illegal_folder_name[%]","175","Based on: http://docs.aws.amazon.com/AmazonS3/latest/dev/UsingMetadata.html"
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_account.test_get_cards","361",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_shared_folders.test_delete_none_existing_folder[deleted-NotFoundException]","166",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_taurus_cloud.test_hosts_plugin[hosts2]","168209",""
"failed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_schedules.test_disable_schedule","164781",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_cloud_location.test_location_list_not_empty[Microsoft Azure]","2",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_cloud_location.test_location_list_not_empty[Google Cloud Platform]","1",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_account_features.test_toggle_flag_value_validation[disable-204]","246",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_account.test_disable_account_member","359",""
"failed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests./home/jenkins/workspace/API-TEST-BZA/api-testing/api_testing/tests/test_multi_test.test_add_to_running_multi.test_add_new_test_to_running_multi","1055260",""
"broken","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_master_api_updates.test_master_api_updates[test_master_api_updates]","62288",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_snippet.test_get_snippets_list","844",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_cli_args.TestCliArgs.test_verify_cli_args_in_original_test_conf_report[jmeter_test_cli_args_console_and_engine_same]","651",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_http_test_basic_actions.TestBasicActions.test_duplicate_test","2999",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_usage_alerts.test_validate_alert","10933",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_account_features.test_toggle_invalid_features[dummyFeature1-disable]","455",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_report_logs_report.test_verify_location_filter_negative","464",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_user.test_update_user_profile[email-none-False]","10737",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_file_parsing.test_parse_yml","32610",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_auto_jmx.test_autojmx_versions_via_info[2_8.jmx-expected2]","1095",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_multi_sanity_pipeline_reports.test_multi_two_labels","224678",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_wipe_account.TestWipeAccount.test_verify_wiped_private_location","172",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_override_load_configuration_in_jmx.test_verify_created_test[jmeter_test_with_concurrency]","1997",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_account.test_get_user_invitations","10100",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_test_crud.test_http_create_using[blazeApi]","757",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_account.test_invitation_invalid_email[robocop+test@blazemeter]","687",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_user.test_user_name_localization[\u65e5\u672c\u8a9e]","318",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_taurus_cloud_debug_run.test_debug_run_configuration[debug_run_config0]","968121",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_workspace.test_termination_api_permissions[Tester-200]","580",""
"broken","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_taurus_cloud_executors.test_taurus_cloud_executor[ntc_executor_test_running_master0]","377111",""
"skipped","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_file_parsing.test_shared_folder_delete_involved_file","8839",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_account.test_invitation_invalid_roles[acc_roles4-Invalid structure, parameters are expected to be arrays-12345-workspacesId-None]","488",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_account.test_upgrade_subscription_invalid_plan[True-Bad Request]","367",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_account.test_account_update[apiKeyExpiration-365-True]","1129",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_functional_test_usage_report.test_functional_test_usage_report_positive[accounts-False]","224",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_wipe_account.TestWipeAccount.test_verify_wiped_workspace","171",""
"failed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_remote_control_v4.test_jmeter_properties[params4]","177234",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_auto_jmx.test_auto_detect_executors_v4[jmeter_3.1.jmx]","143714",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_taurus_cloud.test_taurus_delayed_start_true","110253",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_account.test_update_account_member[email-tralala-False]","657",""
"skipped","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_reports_data.TestStaticReportExternalAccess.test_logs_report_on_prem_external_access[v3]","1",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_taurus_cloud.test_remote_control_get","7203",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_usage_alerts.test_create_alert_without_any_criteria_negative","152",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_account.test_account_name_localization[\u041a\u0438\u0440\u0438\u043b\u043b\u0438\u0446\u0430]","187",""
"failed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_taurus_cloud_network_emulation.test_network_emulation_packet_loss","137529",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_snippet.test_create_snippet","485",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_account.test_account_update[thumbnailUrl-ThumbNailUrl-True]","423",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_user.test_update_report_fields_empty","326",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_failure_criteria.test_failure_criteria_fail[v4]","144496",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_taurus_cloud.test_hosts_plugin[hosts3]","167503",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_user.test_user_name_localization[\u0633\u0645\u0627\u0648\u064a]","312",""
"broken","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_taurus_cloud_logs.test_admin_log_files","394770",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_usage_alerts.test_create_alert_with_illegal_mail_negative[robocop.com-Invalid email]","152",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_wipe_account.TestWipeAccount.test_verify_wiped_test","177",""
"skipped","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_services_dependency_integration.test_master_dependency_configuration[running_master_configuration1]","1",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_user.test_generate_api_key[90]","233",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_usage_alerts.test_create_alert_with_illegal_mail_negative[aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa@blazemeter.com-Invalid email]","154",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_reports_data.TestStaticReport.test_errors_report[v4]","350",""
"skipped","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_reports_data.TestStaticReportExternalAccess.test_errors_report_on_prem_external_access[v3]","1",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_shared_folders.test_create_illegal_folder_name[{}]","181","Based on: http://docs.aws.amazon.com/AmazonS3/latest/dev/UsingMetadata.html"
"skipped","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_opl.test_opl[DockerOPL-blazemeter:latest]","826",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_taurus_cloud.test_taurus_cloud_is_new_test_create","1",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_account.test_account_name_localization[\u0633\u0645\u0627\u0648\u064a]","197",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_account.test_enable_account_member","510",""
"skipped","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_reports_data.TestStaticReportExternalAccess.test_logs_report_on_prem_external_access[v4]","1",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_override_load_configuration_in_jmx.test_teardown[jmeter_test_no_override]","7426",""
"failed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_reports_data.TestStaticReport.test_request_stats_report[v3]","341",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_shared_folders.test_upload_to_invalid_folder[String]","842",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_shared_folders.test_upload_to_invalid_folder[True]","167",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_projects.test_retrieve_project","526",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_user.test_generate_api_key[30]","235",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_workspace.test_workspace_update_member[firstName-someName-False]","525",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_shared_folders.test_upload_to_invalid_folder[123]","157",""
"failed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_remote_control_v4.test_jmeter_properties[params5]","167287",""
"failed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_results_email_feature.test_disable_results_email_feature_deactivated","185654",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_auto_jmx.test_autojmx_versions_via_info[2_10.jmx-expected4]","1157",""
"broken","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_report_timeline_report.test_timeline_kpis_invalid_location_filter","362687",""
"skipped","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_opl_support_matrix.test_opl_coverage_matrix[setup_ec2_instance16]","1","Assumes private key name in environment variables and key in local .ssh"
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_store_rampup_steps.test_store_rampup_invalid_steps[None-400]","195",""
"skipped","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_taurus_cloud_network_emulation.test_network_emulation_bandwidth","1",""
"skipped","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_cli_args.TestCliArgsExternalAccess.test_cli_args_in_original_test_conf_report[jmeter_test_cli_args_console_and_engine_same]","407",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_jetlag_url.test_jetlag_url[otc-is_jetlag_downloaded1-google]","202385",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_taurus_cloud.test_monitoring_files","358",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_auto_jmx.test_autojmx_versions_via_info[jmeter_5.0.jmx-expected11]","1150",""
"skipped","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_wipe_account.TestWipeAccount.test_verify_wiped_shared_folder_file","1",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_console_size_soak.test_is_soak_check[webdriver_not_soak_test]","51102",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_store_rampup_steps.test_store_rampup_invalid_steps[-1-400]","200",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_auto_jmx.test_autojmx_versions_via_test[jmeter_3.1.jmx-expected9]","937",""
"skipped","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_system_admin_users_actions.test_verify_created_user","1",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_account.test_invitation_invalid_email[robocop]","815",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_workspace.test_get_user_workspaces","14657",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_workspace.test_workspace_localization[\u05e2\u05d1\u05e8\u05d9\u05ea]","243",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_provisioning.test_ready_test[provision_data1]","252471",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_opl.test_post_ship_status[False]","205","
    POST /api/private-locations/:id/servers/:id/status
    "
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_account_features.test_toggle_flag_value_validation[disable    -400]","243",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_account.test_update_account_member[roles-value0-True]","1053",""
"failed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_dedicated_ips.test_run_dedicated_ips_v3_multi_test","915094",""
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_override_load_configuration_in_jmx.test_terminate_test[jmeter_test_with_concurrency]","90614",""
"skipped","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_opl_support_matrix.test_opl_coverage_matrix[setup_ec2_instance14]","1","Assumes private key name in environment variables and key in local .ssh"
"passed","api_testing..home.jenkins.workspace.API-TEST-BZA.api-testing.api_testing.tests.test_override_load_configuration_in_jmx.test_terminate_test[jmeter_test_no_override]","95326",""
